place_id,place_name,lat,lng,author_name,birth_year,death_year,work_title,confidence,extraction_method,before_text,sentence,after_text,work_wiki_url,author_wiki_url
2211,京都,35.0116,135.7681,中原中也,1907,1937,在りし日の歌,0.7000000000000001,regex_都道府県,かの時 この時 時は 隔つれ、 此処と 彼処と 所は 異れ、 はたはた はたはた み空に ひとり、 いまも 渝らぬ かの 黒旗よ。,蜻蛉に寄す あんまり晴れてる 秋の空 赤い蜻蛉が 飛んでゐる 淡い夕陽を 浴びながら 僕は野原に 立つてゐる 遠くに工場の 煙突が 夕陽にかすんで みえてゐる 大きな溜息 一つついて 僕は蹲んで 石を拾ふ その石くれの 冷たさが 漸く手中で ぬくもると 僕は放して 今度は草を 夕陽を浴びてる 草を抜く 抜かれた草は 土の上で ほのかほのかに 萎えてゆく 遠くに工場の 煙突は 夕陽に霞んで みえてゐる 永訣の秋 ゆきてかへらぬ ――京都―― 僕は此の世の果てにゐた。,陽は温暖に降り洒ぎ、風は花々揺つてゐた。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2212,京都,35.0116,135.7681,中原中也,1907,1937,在りし日の歌,0.65,regex_有名地名,かの時 この時 時は 隔つれ、 此処と 彼処と 所は 異れ、 はたはた はたはた み空に ひとり、 いまも 渝らぬ かの 黒旗よ。,蜻蛉に寄す あんまり晴れてる 秋の空 赤い蜻蛉が 飛んでゐる 淡い夕陽を 浴びながら 僕は野原に 立つてゐる 遠くに工場の 煙突が 夕陽にかすんで みえてゐる 大きな溜息 一つついて 僕は蹲んで 石を拾ふ その石くれの 冷たさが 漸く手中で ぬくもると 僕は放して 今度は草を 夕陽を浴びてる 草を抜く 抜かれた草は 土の上で ほのかほのかに 萎えてゆく 遠くに工場の 煙突は 夕陽に霞んで みえてゐる 永訣の秋 ゆきてかへらぬ ――京都―― 僕は此の世の果てにゐた。,陽は温暖に降り洒ぎ、風は花々揺つてゐた。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2206,浅草,35.7148,139.7967,中原中也,1907,1937,在りし日の歌,0.85,regex_有名地名,それは寺院の森の霧つた空…… そのあたりで鳴つて、そしてそこから響いて来る。,それは寺院の森の霧つた空…… その時子供は父母の膝下で蕎麦を食うべ、 その時銀座はいつぱいの人出、浅草もいつぱいの人出、 その時子供は父母の膝下で蕎麦を食うべ。,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2208,浅草,35.7148,139.7967,中原中也,1907,1937,在りし日の歌,0.85,regex_有名地名,それは寺院の森の霧つた空…… その時子供は父母の膝下で蕎麦を食うべ、 その時銀座はいつぱいの人出、浅草もいつぱいの人出、 その時子供は父母の膝下で蕎麦を食うべ。,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,その時囚人は、どんな心持だらう、どんな心持だらう、 その時銀座はいつぱいの人出、浅草もいつぱいの人出。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2210,浅草,35.7148,139.7967,中原中也,1907,1937,在りし日の歌,0.65,regex_有名地名,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,その時囚人は、どんな心持だらう、どんな心持だらう、 その時銀座はいつぱいの人出、浅草もいつぱいの人出。,除夜の鐘は暗い遠いい空で鳴る。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2205,銀座,35.6724,139.7709,中原中也,1907,1937,在りし日の歌,0.85,regex_有名地名,それは寺院の森の霧つた空…… そのあたりで鳴つて、そしてそこから響いて来る。,それは寺院の森の霧つた空…… その時子供は父母の膝下で蕎麦を食うべ、 その時銀座はいつぱいの人出、浅草もいつぱいの人出、 その時子供は父母の膝下で蕎麦を食うべ。,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2207,銀座,35.6724,139.7709,中原中也,1907,1937,在りし日の歌,0.85,regex_有名地名,それは寺院の森の霧つた空…… その時子供は父母の膝下で蕎麦を食うべ、 その時銀座はいつぱいの人出、浅草もいつぱいの人出、 その時子供は父母の膝下で蕎麦を食うべ。,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,その時囚人は、どんな心持だらう、どんな心持だらう、 その時銀座はいつぱいの人出、浅草もいつぱいの人出。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2209,銀座,35.6724,139.7709,中原中也,1907,1937,在りし日の歌,0.65,regex_有名地名,その時銀座はいつぱいの人出、浅草もいつぱいの人出。,その時囚人は、どんな心持だらう、どんな心持だらう、 その時銀座はいつぱいの人出、浅草もいつぱいの人出。,除夜の鐘は暗い遠いい空で鳴る。,,https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%8E%9F%E4%B8%AD%E4%B9%9F
2192,大分,33.2382,131.6126,国木田独歩,1871,1892,忘れえぬ人々,0.65,regex_有名地名,』 と独言のようにつぶやいた。,なるほど風が大分強くなって雨さえ降りだしたようである。,春先とはいえ、寒い寒い霙まじりの風が広い武蔵野を荒れに荒れて終夜、真っ闇な溝口の町の上をほえ狂った。,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E6%9C%A8%E7%94%B0%E7%8B%AC%E6%AD%A9
2196,大分,33.2382,131.6126,国木田独歩,1871,1892,忘れえぬ人々,0.85,regex_有名地名,これが僕の「忘れ得ぬ人々」の一人である。,『その次は今から五年ばかり以前、正月元旦を父母の膝下で祝ってすぐ九州旅行に出かけて、熊本から大分へと九州を横断した時のことであった。,『僕は朝早く弟と共に草鞋脚絆で元気よく熊本を出発った。,,https://ja.wikipedia.org/wiki/%E5%9B%BD%E6%9C%A8%E7%94%B0%E7%8B%AC%E6%AD%A9
